,tag,content,sn,lang,length,length_encoded_utf8
78,para,"Fim zir nak ah minung pawl ii sidaan pawl fam kim zet in kan thanso thei nak ah minung pakhat ciar ii covo le ahram thok upat awk nak nei sin thei nak ding ah zirh ding asi. Fim zir nak cu ramsung hmuah hmuah ah siseh, miphun pawl hnen ah siseh, biak nak lam pawl kom nak ah siseh, pakhat le pakhat thei thiam awk nak tuar thei nak, rualrem nak pawl kha tha peek ding asi. Cui tlunah kum khua ram daih nak hrangah UNO ii tuah mipawl thu hlaveek in a can thei nak dingah bomh ding asi.",79,flm,484,484
79,para,Nu le pa in mai fa le ii an zir ding mi ca hril sak thei nak thu an nei asi.,80,flm,76,76
80,title,Thu 27,81,flm,6,6
81,para,Mikip in mai nunphung leilung tlun ah zalen zet in tuah thei nak nunphung kilkhwainak zalen zet le lung hmui zet in zir thei nak science a karh zai thei nak ding ah zalen zet in telve thei nak ding ah le cui fim nak in arah pawl kha hman thei nak kan nei asi.,82,flm,259,259
82,para,"Mikip in science ca zir nak lam ah siseh, nunphung kilkhawinak ah siseh maih ii thu ruah fim nak in kantuan suak mi tlun ah siseh hmin that nak le miat mi paisa ngah thei nak pawl kha kan ngah thei asi.",83,flm,202,202
83,title,Thu 28,84,flm,6,6
84,para,Mikip in hi mi thu than sung ii an telh mi covo pawl le zalen nak famkim ngah thei nak ii minung pawl awk daan le ram tintian pawl awk nak ih sin that hnem nak pawl kha kan ngah thei asi.,85,flm,187,187
85,title,Thu 29,86,flm,6,6
86,para,Mai sinak ih zir in zalen zet ii thanso thei nak ah midang thawn pawl kom nak ah mikip in tuan vo kan nei asi.,87,flm,110,110
87,para,"Mai covo le mai zalen nak kan neih tikah midang pa khat ii covo le zalen nak pawl khi thupi sin ding ah siseh, democracy daan ih um minung pawl kom nak ah nuncan that ih hlei ah mai ih um nak kiang kap daih nak le rammi pawl ii that hnem nak ding ah, zarem zet in num ciou nak dingah siseh, uk awk nak daan lawng in thu anei thei asi.",88,flm,334,334
88,para,"Cumi covo pawl le za len nak pawl hi ziangvek thu khal ah UNO tum tah nak thawn siseh, a hrampi daan pawl thawn siseh, aling let in man ding a si lo.",89,flm,149,149
89,title,Thu 30,90,flm,6,6
90,para,"Hi mi thu than darh par ii covo pawl in siseh zalen nak siat suah duh nak thawn, ram pa khat hrang ah siseh, mi hrek khat hrang ah siseh, mai pumpak hrang ah siseh, tel thei nak covo kan nei a si, mai pumpak ciar ih covo a si ti-ih thu laak nak a um thei lo pei.",91,flm,262,262
0,title,?,1,lus,1,1
1,title,Thuhma,2,lus,6,6
2,para,"Mihring nun zahawmna inhriatsak leh mi zawng zawngten kan pianpui dikna leh chanvote inangtlânga inngaihpawimawhsak tawnna hi zalênna, dikna leh khawvel pum pui remna leh muanna innghahna lungphûm a nih avang te,",3,lus,212,215
3,para,"Mihringte dikna chanvo (Human Rights)-in ngaihnêp leh ngaihthah a hlawh apianga khawvelah tawrhna nasa tak lo thleng thin a, chumi avanga mitinten kan thlâkhlelh leh kan vei zâwng sawi chhuah theihna tur leh hlauhna leh tlâkchhamna lak atanga kan fihlim theihna tur boruak te a tihchhiat thin avang te,",4,lus,302,306
4,para,"Tharum hmanga inawpbeh avanga loh theih lohva mipuiten an dikna leh chanvote tharum thawha an sual chhuah a ngaihlohna tura ram rorêl khawlin mihring dikna leh chanvo humhalhna dan a lekkawh reng a ngaih a vang te,",5,lus,214,215
5,para,"Ram hrang hrang leh hnam hrang hrangte inkara inunauna tha tak vawn nun reng hi thil pawimawh tak a nih avang te,",6,lus,113,113
6,para,"UN Dânpui (Charter) hnuaiah member ram zawng zawngten mihring dikna leh chanvo te humhalh tlat tul an tihzia an puanchhuah avang te leh mihring nun hlutna leh zahawmna te, mipa leh hmeichhe intluktlânna chungchâng te, hmasawnna leh zalênna zau zâwk neih zelna kawngah te zau zawka tanho zel an duh thu an puan chhuah avang te,",7,lus,326,331
7,para,"Mihring dikna leh zalênna vawng him zêl tura member ram ten UN thlazâr hnuaia thawkho zêl tura thu an tiam avang te leh,",8,lus,120,124
8,para,"Chu thutiam hlenchhuak tur chuan hêng mihring dikna leh chanvo te hriatfiah hi thil tul tak a nih avang tein,",9,lus,109,110
9,para,"Tunah hian, General Assembly chuan he Thupuanchhuah (Declaration) hi a puangzâr ta a ni. He MIHRING DIKNA CHANVO THUPUANCHHUAH (UNIVERSAL DELCARATION OF HUMAN RIGHTS) hi khawvela mi hnam tin leh chi tinte tan hmasawnna chhinchhiah tlâk a ni a, hei hian mitinte chu he Thupuanchhuah vawng reng chunga mimal dikna leh chanvote chawisân leh zirtîrna kawngah mawh min phurhtîr vek a, member ramte chuan an ram chhung leh ram dangte nena an inkarah leh an awp ram hrang hrangah pawh mi zawng zawng huap he mihring dikna leh chanvo chawisân leh inzah sak a, a taka hlenchhuahna kawngah mawh an phur vek a ni.",10,lus,602,608
10,title,Article 1,11,lus,9,9
11,para,"Mi zawng zawng hi zalêna piang kan ni a, zahawmna leh dikna chanvoah intluk tlâng vek kan ni. Chhia leh tha hriatna fîm neia siam kan nih avangin kan mihring puite chungah inunauna thinlung kan pu tlat tur a ni.",12,lus,211,214
12,title,Article 2,13,lus,9,9
13,para,"He Thupuanchhuah (Declaration)-in a tarlan mihring dikna leh zalênna hrang hrangte hi hnam hran avang te, vun rawng danglam avang te, mipa leh hmeichhia nih avang te, sakhua leh politics thila ngaihdan hran avang te, chi leh kuang thu emaw, neihsum hil emaw leh pian leh mûrna emaw leh dinhmun inthlauh thu emaw avang tea inthliar hranna awm miah lova mi tinten kan chanvo a ni a.",14,lus,380,382
14,para,"Chubâkah, mi tumah an thu kalpui dan avang emaw, an ram kalphung leh ram rorel dan danglam avang emaw leh ram zalên an ni emaw, mi awpbeh ram an nih avang emawin thliarhran leh thlauhthlâk a thiang lo bawk.",15,lus,206,209
15,title,"Article 3Mitinte hian nung turin dikna kan nei vek a, zalênna leh mimal nun thlamuanna te hi kan chanvo a ni.",16,lus,109,110
16,title,Article 4,17,lus,9,9
17,para,"Mi tumah chhiahhlawh leh sal anga chhawr luih phal a ni lova, sal neih leh mihringa sumdawnna lam chi reng reng khap tlat a ni.",18,lus,127,127
18,title,Article 5,19,lus,9,9
19,para,"Mi tumah sawisak leh nghaisak phal a ni lova, mihring zahawmna ti bawrhbâng zâwng leh rãwng lutuka inhremna lam chi rêng rêng phei chu tu chungah mah lekkawh tur a ni lo.",20,lus,170,175
20,title,Article 6,21,lus,9,9
21,para,Mitinte hian khawi hmunah pawh dan hmaah chuan mi pangngai anga enkawlna dawn hi kan chanvo a ni.,22,lus,97,97
22,title,Article 7,23,lus,9,9
23,para,"Dan hmaah chuan tute pawh kan intluk tlâng vek a, thleibîk awm miah lova dan humhimna hi kan zavaia chanvo a ni. He thuthlung palzût zawnga thliarhranna awm thei lak atanga danin intluktlânga a vênhimna hi kan chanvo theuh a ni.",24,lus,228,233
24,title,Article 8,25,lus,9,9
25,para,Ram danpuiin a pêk mimal dikna leh chanvo palzûtna avanga tawrhna chungchângah mi tupawh an ram rorelnaah an zualko thei a ni.,26,lus,126,129
26,title,"Article 9Mi tumah apâwng ataka man emaw, hrên luih emaw leh hnawhchhuah emaw tur a ni lo.",27,lus,89,91
27,title,Article 10,28,lus,10,10
28,para,Mi tupawh thilsual tia puh a nihin a chungchang rel fel turin rorelna dik leh lai a chunga hlenchhuah a nih theih nan dik taka rorel saktu tur rorelna dawn chu a chanvo a ni.,29,lus,174,174
29,title,Article 11,30,lus,10,10
30,para,"Mi tupawh sual lian tham khawiha puh an nihin an thil tih sual chu finfiah a nih hma chuan misual anga ngaih nghal ngawt tur a ni lova, a insawi fiah theihna hun remchang siam sak ngei chu a chanvo a ni.",31,lus,203,203
31,para,Miin thilsual a tihin chu a thilsual tih chu a thilsual tih laia ram danpuiin hremna tham tlinga a lo puang tawh a nih si loh chuan chu a thil tihsual avang ngawt chuan a chungah hremna lian tham lekkawh ngawt tur a ni lo. A thil tihsual phû tâwka hremna lo awm sa bâk chu a hnu lamah a chungah hremna na zâwk lekkawh pawh a rem bawk hek lo.,32,lus,341,345
32,title,Article 12,33,lus,10,10
33,para,"Apawng atakin tu chungah mah ama mimal nun tibawrhbâng zâwng leh an chhungkua, in chhung khawsak leh midangte nena an inbiakpawh danah leh ama mimal zahawmna leh hming mawinate tihliau zâwnga inrawlh a rem lova. Mitinte hian chutianga chêtna lam chi rêng rêng lak atanga danin venhimna a pek chu an chanvo a ni.",34,lus,311,317
34,title,Article 13,35,lus,10,10
35,para,Mi tu pawhin mahni ram chhungah chuan zalên taka chêttlat leh inbenbel theihna hi a chanvo a ni.,36,lus,96,98
36,para,Mitinte hian an ram chhuahsan theihna emaw an rama kir leh theihna emaw hi an dikna leh chanvo a ni bawk.,37,lus,105,105
37,title,Article 14,38,lus,10,10
38,para,Mitinte hian sa himna atana raltlân theihna emaw inhumhimna zawn emaw hi an chanvo a ni.,39,lus,88,89
39,para,UN thuthlung leh dinchhan pawhin a duhloh lam thil emaw politics thila inhriat thiamlohna mai piah lam thil avanga hremna lekkawhna tur thil anih si chuan mi tumahin heng dikna leh chanvote hi a chunga hremna pumpelh tum nan a hmang thei lo thung ang.,40,lus,251,251
40,title,Article 15,41,lus,10,10
41,para,Mi tinin a ram mi leh sa nih theihna chanvo an nei a ni.,42,lus,56,56
42,para,Mi tumah hi ram khua leh tui a nihna apâwng ataka hlihsak ngawt theih an ni  ramdang mi leh sa nih an duh pawhin an kawng pawh dal sak ngawt theih a ni chuang lo.,43,lus,162,163
43,title,Article 16,44,lus,10,10
44,para,"Hmeichhia leh mipa, mi puitling chin chuan, hnam hran vang emaw, khua leh tui nihna hran vang emaw leh sakhaw biak hrang nihna avang te emawa dâltu awm lovin nupui pasala inneih leh chhungkaw din theihna chanvo an nei vek a. Nupui pasala insiam leh nupa nun hman chungchang leh inthen leh thuah pawh chanvo intluk tlang an nei vek a ni.",45,lus,336,337
45,para,Inneihna hi a innei turte duhthlanna fîm tak leh an remtih dunna ngeia ruahman tur a ni.,46,lus,88,89
46,para,Chhungkaw din thu hi khuanu remruat thil a nih angin khawtlang leh  thuneihna pawhin a zah sakin a pawmpui ngei tur a ni.,47,lus,121,121
47,title,Article 17,48,lus,10,10
48,para,Mi tinte hian mahnia rosum neih emaw leh midangte nena intawm emaw theihna chanvo an nei a.,49,lus,91,91
49,para,Mi tumah a pawng atakin a rosum te hnehchhuh tur a ni lo.,50,lus,57,57
50,title,Article 18,51,lus,10,10
51,para,"Mitinte hian eng ngaihtuahna leh, chhia leh tha hriatna hman leh sakhaw biak thuah zalênna kan nei. He chanvo hian sakhaw biak thlâkthleng thu leh mimal duhdan tih danglam thu pawh a huam a, chu zalênna chu mimal leh vantlâng zîngah te pawh kan hmang thiang a, hei hian kan sakhaw biak dan phung leh kan zirtîr dan leh kan kalpui dan te pawh a huam vek a ni.",52,lus,358,364
52,title,Article 19,53,lus,10,10
53,para,"Mitinin mahniin ngaihdan neih leh puanzar theihna zalên kan nei; he zalênna hian tuma tihbuai lohva ngaihdan neih te, ramri awm lova eng hmanrua ber emaw hmanga hriat tur zawh chhuah te, dawnsawn te, puanzâr te pawh a huam a ni.",54,lus,228,231
54,title,Article 20,55,lus,10,10
55,para,Mitinte hian râlmuang taka inkhâwm leh pawl din te hi kan dikna leh chanvo a ni.,56,lus,80,82
56,para,Mi tumah tihluihnain pawlah kan teltîr tur a ni lo.,57,lus,51,52
57,title,Article 21,58,lus,10,10
58,para,Mi tupawh mahniin emaw kan aiawh kan thlan chhuah kal tlangin emaw ram rorêlna khawlah telve a thiang a ni.,59,lus,107,108
59,para,Mi tupawhin mahni ramah chuan sawrkar hmalaknaah dawngtur leh thawkturin chanvo intluk tlâng an nei vek a ni.,60,lus,109,110
60,para,"Ram chhung mipui duhdan hi sawrkar innghahna a ni tur a ni a, chu mipui duhdan chu hunbi ruat fel tak hmanga inthlanna kal tlanga siam chhuah a ni thin tur a ni a, chu inthlanna chu mi puitling chin ten zalên leh felfai taka mi dangte hriatpui theih loh duhthlanna an siam hmanga din a ni thin tur a ni.",61,lus,303,304
61,title,Article 22,62,lus,10,10
62,para,"Mi tupawh vantlang nuna a pêng pakhat a nih ve avangin lungmuang taka khawtlang nuna a tel ve chu a chanvo a ni a, mimal zahawmna vawnhim nan leh mimal nun chawikan nan ama ram bilin emaw, khawvel huapa thawhhona pawl atangin emaw ei leh bar, vantlang leh hnamziain dikna chanvo a pek theihte hmangin hei hi hlenchhuah sak tur a ni.",63,lus,332,333
63,title,Article 23,64,lus,10,10
64,para,"Mitinte hian kan thiam zâwng leh theihna mila hnathawh hi kan dikna chanvo a ni a, thawh duhzâwng te, hnathawhna hmun hrisêl leh tha thlan theihna te leh hna hnathawh tur neih loh laka vênhimna te hi kan chanvo a ni.",65,lus,216,220
65,para,Mi tute pawhin inthliar hranna awm lovin hna thawh inangah chuan hlawh thuhmun dawn hi an chanvo a ni.,66,lus,102,102
66,para,Mi tupawhin hna a thawh chuan a mihring zahawmna vawn himsak leh a chhungkaw tana chhenfâkawm a nih theih nan a thawh phu tawk hlawh a hmuh leh a tul anga thuneitute vênhim chu a chanvo a ni.,67,lus,191,193
67,para,Mi tupawhin a hamthatna atan sumdawng pawl a din thiangin a lo ding tawh sa a zawm thei ang.,68,lus,92,92
68,title,Article 24,69,lus,10,10
69,para,"Hahchhawlhna hun thâwl leh zalên neiha, hnathawh hunbi tuk fel tak leh hlawh bi kiam chuang loa chawlh hunbi fel tak neih hi mitin chanvo a ni.",70,lus,143,145
70,title,Article 25,71,lus,10,10
71,para,"Mi tupawhin nunphung pangaia nun theihna atana tul, amah leh a chhungkaw tan pawimawh hriselna leh chhungkaw tana innghahna tlâk ei leh bar, silh leh fên leh in leh lo, damdawi leh tul dangte neih hi a chanvo a ni a, hnathawh tur neih loh avang te leh damlohna te, kuttualleichham thulah te leh, kawppui sun thuah leh kum upat tawh avanga mahni inchhawmdawl theilo dinhmuna a lo ding ta te anih pawha intundin ve theih nana chhawmdawlna dawn hi a chanvo a ni.",72,lus,459,461
72,para,Nu leh naupangte hian enkawlna tha tak dawn hi an chanvo a ni a. Naupang tupawh nupa kara piang kher lote pawhin vantlang atanga enkawlna dawn hi an chanvo a ni.,73,lus,161,161
73,title,Article 26,74,lus,10,10
74,para,Zirna hi mitinte chanvo a ni a. Chu zirna chu a tantir lamah tal chuan a thlawna buatsaih tur a ni. Zirna hi a a tantir lam chu mi zawng zawngte zir ngei ngei tura siam tur a ni bawk. Thiamna bîk zirna lam hawi chu zirna sang lamah neih tur a niin mitinte an thiamnain a phu phawt chuan duhsak bîk awm lova remchanna siam sak zêl bawk tur an ni.,75,lus,345,348
75,para,"Zirna reng reng chuan mimal nun chawikânna lam a hawi ang a, mimal dikna leh chanvo humhalh leh chawikânna lam a kâwk ngei bawk tur a ni. Inhriatthiam tawnna te, dawhtheihna te, hnam hrang hrang inunau tawnna te, sakhaw hrang leh hnam hrang inkara inunauna siam lam te chu zirna chuan a hawi tur a ni; remna leh muanna siam kawnga United Nations hmalâkna te a tanpui zel tur a ni.",76,lus,380,384
76,para,Nu leh paten an fate tana tha tur zirna an thlan sak chu an dikna chanvo a ni.,77,lus,78,78
77,title,Article 27,78,lus,10,10
78,para,"Mi tupawh an hnam ziarâng milin zalen takin a khawsa thiang a, hnam ziarâng chênin hmasawnna kawnga hmalâknain hmathata a thlen dawngtu nih hi a chanvo a ni.",79,lus,157,161
79,para,"Miin a kutkawih thil hrang hrang leh a thiam bîkna atanga hamthatna a hmuh  te chu pumbila, hauh bîk theihna a nei.",80,lus,115,117
80,title,Article 28,81,lus,10,10
81,para,"Mitinten he Thupuanchhuaha mihring dikna leh zalênna chanvo hrang hrang tarlante hi ataka nunpui a, a taka hlenchhuah a nih theihnana thawk turin hma an la thei ang.",82,lus,165,166
82,title,Article 29,83,lus,10,10
83,para,Kan mimal nun thanlen theih nana thil tul a nih avangin kan chênna khawtlâng tana rawngbawl hi mimal tin mawhphurhna a ni.,84,lus,122,124
84,para,"Mimla tupawhin a dikna leh zalênna chanvo a hlenchhuah dawnin ram danpuiin a mite chanvo humhalh nan leh zahsak nana kaihhruaina a siam leh vantlang nun pumpui tana tha zawk tur thil atana tul a siamte nena indodâl thei zawnga hmang lovin, mipui vantlang thatna tura ramin a kalpui mil ang zel chauhvin a ti tur a ni.",85,lus,317,319
85,para,Heng dikna leh zalênna te hi United Nations dinchhan leh thil tumte kalh zâwng chuan hman tur a ni lo.,86,lus,102,104
86,title,Article 30,87,lus,10,10
87,para,He Thupuanchhuah hian ram tinte chu an ram chhung theuha mimal dikna leh chanvote chawikan leh humhalh kawngah mawhphurhna a hlan vek a. Hnam hrang hrangte chu khawvel pumin mi zawng zawngte mihring dikna leh chanvote leh zalênna a humhim sak kawngah thawhpui vek turin a beisei.,88,lus,279,280
0,title,『世界人権宣言』,1,jpn,8,24
1,para,（1948.12.10 第３回国連総会採択）,2,jpn,22,44
2,title,〈前文〉,3,jpn,4,12
3,para,人類社会のすべての構成員の固有の尊厳と平等で譲ることのできない権利とを承認することは、世界における自由、正義及び平和の基礎であるので、,4,jpn,67,201
4,para,人権の無視及び軽侮が、人類の良心を踏みにじった野蛮行為をもたらし、言論及び信仰の自由が受けられ、恐怖及び欠乏のない世界の到来が、一般の人々の最高の願望として宣言されたので、,5,jpn,86,258
5,para,人間が専制と圧迫とに対する最後の手段として反逆に訴えることがないようにするためには、法の支配によって人権を保護することが肝要であるので、,6,jpn,68,204
6,para,諸国間の友好関係の発展を促進することが肝要であるので、国際連合の諸国民は、国連憲章において、基本的人権、人間の尊厳及び価値並びに男女の同権についての信念を再確認し、かつ、一層大きな自由のうちで社会的進歩と生活水準の向上とを促進することを決意したので、,7,jpn,125,375
7,para,加盟国は、国際連合と協力して、人権及び基本的自由の普遍的な尊重及び遵守の促進を達成することを誓約したので、,8,jpn,53,159
8,para,これらの権利及び自由に対する共通の理解は、この誓約を完全にするためにもっとも重要であるので、,9,jpn,46,138
9,para,よって、ここに、国連総会は、,10,jpn,14,42
10,para,社会の各個人及び各機関が、この世界人権宣言を常に念頭に置きながら、加盟国自身の人民の間にも、また、加盟国の管轄下にある地域の人民の間にも、これらの権利と自由との尊重を指導及び教育によって促進すること並びにそれらの普遍的措置によって確保することに努力するように、すべての人民とすべての国とが達成すべき共通の基準として、この人権宣言を公布する。,11,jpn,170,510
11,title,第１条,12,jpn,3,9
12,para,すべての人間は、生まれながらにして自由であり、かつ、尊厳と権利とについて平等である。人間は、理性と良心とを授けられており、互いに同胞の精神をもって行動しなければならない。,13,jpn,85,255
13,title,第２条,14,jpn,3,9
14,para,すべて人は、人種、皮膚の色、性、言語、宗教、政治上その他の意見、国民的もしくは社会的出身、財産、門地その他の地位又はこれに類するいかなる自由による差別をも受けることなく、この宣言に掲げるすべての権利と自由とを享有することができる。,15,jpn,115,345
